Cod_Mun,Mun,Referencia,Pes_PBF,Pes_Cad,F_PBF_Domi,F_PBF_EP,F_CAD_EP
35317041020,Monteiro Lobato,10/20,675.0,1436,"12,68",  ,173.0
35318031020,Monte Mor,10/20,11761.0,24198,"21,38",  ,5759.0
35319021020,Morro Agudo,10/20,4028.0,9002,"12,44",  ,1573.0
35320091020,Morungaba,10/20,1113.0,5083,"7,57",  ,247.0
35320581020,Motuca,10/20,553.0,1141,"10,19",  ,152.0
35321081020,Murutinga do Sul,10/20,895.0,2159,"19,68",  ,387.0
35321571020,Nantes,10/20,469.0,1096,"14,08",  ,143.0
35322071020,Narandiba,10/20,412.0,2035,"7,43",  ,72.0
35323061020,Natividade da Serra,10/20,1205.0,2287,"14,27",  ,247.0
35324051020,Nazaré Paulista,10/20,3428.0,6392,"17,57",  ,1123.0
35325041020,Neves Paulista,10/20,984.0,2926,"10,89",  ,458.0
35326031020,Nhandeara,10/20,923.0,2738,"7,54",  ,301.0
35327021020,Nipoã,10/20,818.0,1770,"16,10",  ,394.0
35328011020,Nova Aliança,10/20,610.0,1889,"7,80",  ,125.0
35328271020,Nova Campina,10/20,2805.0,5064,"29,81",  ,937.0
35328431020,Nova Canaã Paulista,10/20,237.0,837,"12,28",  ,85.0
35328681020,Nova Castilho,10/20,141.0,431,"10,44",  ,34.0
35329001020,Nova Europa,10/20,1146.0,3925,"10,11",  ,305.0
35330071020,Nova Granada,10/20,2032.0,5252,"9,11",  ,646.0
35331061020,Nova Guataporanga,10/20,413.0,956,"18,46",  ,190.0
35332051020,Nova Independência,10/20,931.0,1647,"24,81",  ,485.0
35332541020,Novais,10/20,582.0,1974,"9,78",  ,169.0
35333041020,Nova Luzitânia,10/20,436.0,1369,"10,47",  ,203.0
35334031020,Nova Odessa,10/20,3205.0,7716,"5,22",  ,883.0
35335021020,Novo Horizonte,10/20,2872.0,9249,"6,96",  ,716.0
35336011020,Nuporanga,10/20,810.0,1818,"9,80",  ,292.0
35337001020,Ocauçu,10/20,776.0,1634,"15,95",  ,333.0
35338091020,Óleo,10/20,366.0,847,"12,35",  ,125.0
35339081020,Olímpia,10/20,5146.0,15659,"9,57",  ,2812.0
35340051020,Onda Verde,10/20,329.0,1211,"8,15",  ,126.0
35341041020,Oriente,10/20,758.0,1441,"10,88",  ,223.0
35342031020,Orindiúva,10/20,226.0,1108,"2,89",  ,19.0
35343021020,Orlândia,10/20,2840.0,6222,"6,32",  ,747.0
35344011020,Osasco,10/20,81802.0,177700,"11,70",  ,25403.0
35345001020,Oscar Bressane,10/20,332.0,941,"12,12",  ,120.0
35346091020,Osvaldo Cruz,10/20,3705.0,8788,"10,96",  ,1039.0
35347081020,Ourinhos,10/20,8568.0,20334,"7,50",  ,2414.0
35347571020,Ouroeste,10/20,1250.0,4009,"12,01",  ,529.0
35348071020,Ouro Verde,10/20,2307.0,4335,"25,80",  ,897.0
35349061020,Pacaembu,10/20,1170.0,2943,"9,90",  ,330.0
35350021020,Palestina,10/20,1265.0,2487,"10,08",  ,433.0
35351011020,Palmares Paulista,10/20,773.0,2315,"5,23",  ,143.0
35352001020,Palmeira d'Oeste,10/20,1113.0,2810,"10,64",  ,307.0
35353091020,Palmital,10/20,3136.0,6438,"14,00",  ,1000.0
35354081020,Panorama,10/20,2763.0,5520,"16,62",  ,976.0
35355071020,Paraguaçu Paulista,10/20,7272.0,14942,"16,53",  ,2649.0
35356061020,Paraibuna,10/20,2431.0,6127,"11,89",  ,471.0
35357051020,Paraíso,10/20,542.0,1536,"8,09",  ,259.0
35358041020,Paranapanema,10/20,2493.0,5560,"12,19",  ,737.0
35359031020,Paranapuã,10/20,605.0,1841,"12,04",  ,188.0
35360001020,Parapuã,10/20,1767.0,4244,"16,28",  ,713.0
35361091020,Pardinho,10/20,558.0,1756,"7,19",  ,129.0
35362081020,Pariquera-Açu,10/20,2762.0,7113,"13,49",  ,597.0
35362571020,Parisi,10/20,417.0,1259,"18,49",  ,213.0
35363071020,Patrocínio Paulista,10/20,1723.0,3987,"10,84",  ,385.0
35364061020,Paulicéia,10/20,1665.0,3624,"22,56",  ,612.0
35365051020,Paulínia,10/20,8067.0,21065,"7,82",  ,3537.0
35365701020,Paulistânia,10/20,282.0,1018,"15,29",  ,134.0
35366041020,Paulo de Faria,10/20,1254.0,2743,"15,07",  ,194.0
35367031020,Pederneiras,10/20,5274.0,11394,"11,47",  ,1536.0
35368021020,Pedra Bela,10/20,878.0,1815,"13,48",  ,285.0
35369011020,Pedranópolis,10/20,121.0,1120,"4,58",  ,37.0
35370081020,Pedregulho,10/20,2805.0,5325,"17,23",  ,1239.0
35371071020,Pedreira,10/20,2818.0,12016,"6,84",  ,1820.0
35371561020,Pedrinhas Paulista,10/20,280.0,1149,"8,39",  ,85.0
35372061020,Pedro de Toledo,10/20,2925.0,5311,"24,39",  ,880.0
35373051020,Penápolis,10/20,5513.0,11719,"8,85",  ,1713.0
35374041020,Pereira Barreto,10/20,2141.0,5352,"7,68",  ,462.0
35375031020,Pereiras,10/20,774.0,2539,"6,68",  ,111.0
35376021020,Peruíbe,10/20,14256.0,29346,"22,24",  ,5225.0
35377011020,Piacatu,10/20,405.0,2199,"5,80",  ,56.0
35378001020,Piedade,10/20,7204.0,14639,"13,41",  ,2002.0
35379091020,Pilar do Sul,10/20,2908.0,7865,"8,86",  ,403.0
35380061020,Pindamonhangaba,10/20,22218.0,47613,"13,56",  ,7885.0
35381051020,Pindorama,10/20,1115.0,3101,"6,30",  ,307.0
35382041020,Pinhalzinho,10/20,1708.0,4724,"10,26",  ,397.0
35383031020,Piquerobi,10/20,655.0,1585,"16,62",  ,205.0
35385011020,Piquete,10/20,1991.0,4552,"13,26",  ,451.0
35386001020,Piracaia,10/20,3666.0,7260,"12,78",  ,876.0
35387091020,Piracicaba,10/20,32935.0,77748,"8,60",  ,10912.0
35388081020,Piraju,10/20,3629.0,8693,"11,38",  ,1541.0
35389071020,Pirajuí,10/20,2598.0,5732,"13,71",  ,1251.0
35390041020,Pirangi,10/20,777.0,2104,"6,50",  ,212.0
35391031020,Pirapora do Bom Jesus,10/20,3617.0,6510,"18,72",  ,1330.0
35392021020,Pirapozinho,10/20,1759.0,5079,"6,09",  ,322.0
35393011020,Pirassununga,10/20,4443.0,11448,"5,50",  ,1194.0
35394001020,Piratininga,10/20,1033.0,3057,"7,07",  ,246.0
35395091020,Pitangueiras,10/20,4785.0,8729,"12,26",  ,1343.0
35396081020,Planalto,10/20,698.0,1857,"12,75",  ,205.0
35397071020,Platina,10/20,743.0,1600,"21,14",  ,330.0
35398061020,Poá,10/20,17798.0,42049,"16,53",  ,9314.0
35399051020,Poloni,10/20,694.0,2244,"11,12",  ,251.0
35400021020,Pompéia,10/20,1373.0,6016,"5,87",  ,240.0
35401011020,Pongaí,10/20,449.0,932,"11,63",  ,136.0
35402001020,Pontal,10/20,4550.0,9697,"9,26",  ,1139.0
35402591020,Pontalinda,10/20,604.0,2004,"10,90",  ,127.0
35403091020,Pontes Gestal,10/20,271.0,1135,"11,21",  ,134.0
35404081020,Populina,10/20,731.0,1891,"16,10",  ,387.0
35405071020,Porangaba,10/20,1026.0,2685,"8,37",  ,206.0
35406061020,Porto Feliz,10/20,3539.0,9488,"6,36",  ,842.0
35407051020,Porto Ferreira,10/20,3538.0,9728,"6,44",  ,1048.0
35407541020,Potim,10/20,3761.0,7685,"20,08",  ,1162.0
35408041020,Potirendaba,10/20,1114.0,3721,"5,86",  ,230.0
35408531020,Pracinha,10/20,401.0,897,"31,08",  ,255.0
35409031020,Pradópolis,10/20,2615.0,4639,"12,39",  ,1101.0
35410001020,Praia Grande,10/20,23372.0,52910,"6,36",  ,5009.0
35410591020,Pratânia,10/20,1317.0,3735,"24,67",  ,463.0
35411091020,Presidente Alves,10/20,502.0,1330,"9,67",  ,111.0
35412081020,Presidente Bernardes,10/20,1316.0,3752,"8,73",  ,314.0
35413071020,Presidente Epitácio,10/20,3154.0,14401,"6,31",  ,211.0
35414061020,Presidente Prudente,10/20,16151.0,47858,"7,33",  ,5595.0
35415051020,Presidente Venceslau,10/20,3222.0,7167,"8,71",  ,886.0
35416041020,Promissão,10/20,3645.0,8434,"8,23",  ,575.0
35416531020,Quadra,10/20,801.0,1994,"17,53",  ,261.0
35417031020,Quatá,10/20,2083.0,5029,"14,19",  ,967.0
35418021020,Queiroz,10/20,409.0,1088,"12,27",  ,110.0
35419011020,Queluz,10/20,1392.0,4194,"11,67",  ,481.0
35420081020,Quintana,10/20,1071.0,2157,"16,79",  ,442.0
35421071020,Rafard,10/20,962.0,2132,"11,01",  ,472.0
35422061020,Rancharia,10/20,3826.0,8496,"12,37",  ,1224.0
35423051020,Redenção da Serra,10/20,1116.0,1899,"28,67",  ,443.0
35424041020,Regente Feijó,10/20,1358.0,4631,"6,20",  ,341.0
35425031020,Reginópolis,10/20,459.0,1318,"7,40",  ,80.0
35426021020,Registro,10/20,10043.0,21758,"17,86",  ,2597.0
35427011020,Restinga,10/20,1352.0,3109,"17,26",  ,331.0
35428001020,Ribeira,10/20,1108.0,2002,"36,68",  ,429.0
35429091020,Ribeirão Bonito,10/20,1494.0,2944,"9,29",  ,390.0
35430061020,Ribeirão Branco,10/20,5444.0,10571,"28,38",  ,1208.0
35431051020,Ribeirão Corrente,10/20,860.0,2144,"16,30",  ,226.0
35432041020,Ribeirão do Sul,10/20,710.0,2432,"15,66",  ,244.0
35432381020,Ribeirão dos Índios,10/20,364.0,1134,"16,33",  ,134.0
35432531020,Ribeirão Grande,10/20,1540.0,4286,"18,60",  ,346.0
35433031020,Ribeirão Pires,10/20,9760.0,24521,"8,76",  ,3770.0
35434021020,Ribeirão Preto,10/20,34245.0,82160,"4,66",  ,11399.0
35435011020,Riversul,10/20,1738.0,3098,"30,28",  ,628.0
35436001020,Rifaina,10/20,461.0,1575,"9,92",  ,75.0
35437091020,Rincão,10/20,1705.0,2874,"14,72",  ,461.0
35438081020,Rinópolis,10/20,618.0,1885,"5,84",  ,129.0
35439071020,Rio Claro,10/20,10615.0,33998,"5,16",  ,3832.0
35440041020,Rio das Pedras,10/20,2040.0,5022,"4,81",  ,441.0
35441031020,Rio Grande da Serra,10/20,6867.0,15950,"13,12",  ,1999.0
35442021020,Riolândia,10/20,1691.0,3886,"16,20",  ,653.0
35442511020,Rosana,10/20,2803.0,6625,"14,83",  ,831.0
35443011020,Roseira,10/20,1876.0,4049,"17,41",  ,688.0
35444001020,Rubiácea,10/20,373.0,1486,"11,18",  ,157.0
35445091020,Rubinéia,10/20,271.0,1109,"7,83",  ,76.0
35446081020,Sabino,10/20,862.0,2196,"14,56",  ,312.0
35447071020,Sagres,10/20,399.0,1210,"17,16",  ,153.0
35448061020,Sales,10/20,1037.0,2742,"18,09",  ,524.0
35449051020,Sales Oliveira,10/20,864.0,2441,"6,59",  ,278.0
35450011020,Salesópolis,10/20,2721.0,5898,"14,77",  ,412.0
35451001020,Salmourão,10/20,757.0,2048,"13,88",  ,315.0
35451591020,Saltinho,10/20,264.0,980,"2,87",  ,103.0
35452091020,Salto,10/20,7529.0,19471,"6,36",  ,2723.0
35453081020,Salto de Pirapora,10/20,5313.0,12296,"11,43",  ,1234.0
35454071020,Salto Grande,10/20,1498.0,3524,"14,76",  ,357.0
35455061020,Sandovalina,10/20,696.0,1498,"17,35",  ,255.0
35456051020,Santa Adélia,10/20,1444.0,5382,"9,27",  ,598.0
35457041020,Santa Albertina,10/20,426.0,3117,"6,21",  ,57.0
35458031020,Santa Bárbara d'Oeste,10/20,9465.0,22987,"4,74",  ,2779.0
35460091020,Santa Branca,10/20,2522.0,5066,"17,32",  ,959.0
35461081020,Santa Clara d'Oeste,10/20,268.0,1136,"12,36",  ,118.0
35462071020,Santa Cruz da Conceição,10/20,411.0,1266,"7,51",  ,102.0
35462561020,Santa Cruz da Esperança,10/20,173.0,838,"7,79",  ,24.0
35463061020,Santa Cruz das Palmeiras,10/20,2235.0,6115,"5,71",  ,288.0
35464051020,Santa Cruz do Rio Pardo,10/20,3561.0,9311,"6,88",  ,877.0
35465041020,Santa Ernestina,10/20,1124.0,2300,"19,70",  ,433.0
35466031020,Santa Fé do Sul,10/20,2642.0,8651,"7,55",  ,902.0
35467021020,Santa Gertrudes,10/20,1215.0,2982,"4,15",  ,262.0
35468011020,Santa Isabel,10/20,7092.0,13928,"12,22",  ,1964.0
35469001020,Santa Lúcia,10/20,546.0,1609,"5,32",  ,97.0
35470071020,Santa Maria da Serra,10/20,991.0,2407,"15,16",  ,313.0
35471061020,Santa Mercedes,10/20,480.0,1278,"16,44",  ,136.0
35472051020,Santana da Ponte Pensa,10/20,151.0,687,"7,42",  ,27.0
35473041020,Santana de Parnaíba,10/20,13153.0,27873,"9,21",  ,4141.0
35474031020,Santa Rita d'Oeste,10/20,156.0,877,"4,22",  ,24.0
35475021020,Santa Rita do Passa Quatro,10/20,2335.0,6662,"8,43",  ,752.0
35476011020,Santa Rosa de Viterbo,10/20,2056.0,5625,"7,41",  ,465.0
35476501020,Santa Salete,10/20,131.0,1026,"7,73",  ,31.0
35477001020,Santo Anastácio,10/20,2576.0,5883,"12,63",  ,818.0
35478091020,Santo André,10/20,66594.0,139713,"10,14",  ,25942.0
35479081020,Santo Antônio da Alegria,10/20,1176.0,2648,"15,68",  ,450.0
35480051020,Santo Antônio de Posse,10/20,3183.0,6678,"13,88",  ,889.0
35480541020,Santo Antônio do Aracanguá,10/20,996.0,3051,"12,29",  ,531.0
35481041020,Santo Antônio do Jardim,10/20,450.0,1922,"6,07",  ,86.0
35482031020,Santo Antônio do Pinhal,10/20,849.0,2754,"11,73",  ,199.0
35483021020,Santo Expedito,10/20,378.0,1144,"11,05",  ,102.0
35484011020,Santópolis do Aguapeí,10/20,655.0,2301,"13,62",  ,318.0
35485001020,Santos,10/20,26213.0,55660,"5,74",  ,8710.0
35486091020,São Bento do Sapucaí,10/20,1519.0,4976,"12,47",  ,312.0
35487081020,São Bernardo do Campo,10/20,72283.0,148278,"9,44",  ,28125.0
35488071020,São Caetano do Sul,10/20,2929.0,14657,"2,02",  ,1131.0
35489061020,São Carlos,10/20,19071.0,40932,"7,59",  ,7447.0
35490031020,São Francisco,10/20,286.0,1011,"9,90",  ,69.0
35491021020,São João da Boa Vista,10/20,3781.0,14544,"3,42",  ,564.0
35492011020,São João das Duas Pontes,10/20,280.0,1397,"7,79",  ,52.0
35492501020,São João de Iracema,10/20,183.0,846,"8,58",  ,46.0
35493001020,São João do Pau d'Alho,10/20,267.0,944,"12,96",  ,119.0
35494091020,São Joaquim da Barra,10/20,2580.0,7036,"4,19",  ,306.0
35495081020,São José da Bela Vista,10/20,1970.0,3842,"22,45",  ,881.0
35496071020,São José do Barreiro,10/20,1310.0,2457,"29,47",  ,403.0
35497061020,São José do Rio Pardo,10/20,6514.0,11795,"11,40",  ,2123.0
35498051020,São José do Rio Preto,10/20,32566.0,79237,"7,28",  ,13624.0
35499041020,São José dos Campos,10/20,68783.0,169678,"10,20",  ,32783.0
35499531020,São Lourenço da Serra,10/20,3262.0,6455,"22,07",  ,1586.0
35500011020,São Luiz do Paraitinga,10/20,1812.0,3967,"16,55",  ,574.0
35501001020,São Manuel,10/20,2834.0,10443,"6,31",  ,250.0
35502091020,São Miguel Arcanjo,10/20,4526.0,10363,"12,40",  ,1030.0
35503081020,São Paulo,10/20,1286908.0,3438624,"11,70",  ,500833.0
35504071020,São Pedro,10/20,4422.0,7360,"12,06",  ,1616.0
35505061020,São Pedro do Turvo,10/20,1070.0,2306,"14,79",  ,267.0
35506051020,São Roque,10/20,7316.0,16573,"8,27",  ,2130.0
35507041020,São Sebastião,10/20,9402.0,23406,"10,31",  ,4616.0
35508031020,São Sebastião da Grama,10/20,597.0,2624,"4,19",  ,79.0
35509021020,São Simão,10/20,1308.0,3282,"7,28",  ,270.0
35510091020,São Vicente,10/20,33358.0,58872,"8,97",  ,10166.0
35511081020,Sarapuí,10/20,851.0,2373,"6,67",  ,102.0
35512071020,Sarutaiá,10/20,640.0,1829,"16,91",  ,220.0
35513061020,Sebastianópolis do Sul,10/20,439.0,1965,"12,75",  ,252.0
35514051020,Serra Azul,10/20,2531.0,4381,"30,96",  ,1328.0
35515041020,Serrana,10/20,5229.0,11328,"11,84",  ,2135.0
35516031020,Serra Negra,10/20,1850.0,5544,"5,56",  ,345.0
35517021020,Sertãozinho,10/20,11242.0,26622,"9,11",  ,4341.0
35518011020,Sete Barras,10/20,3353.0,7600,"24,98",  ,727.0
35519001020,Severínia,10/20,2388.0,4912,"12,34",  ,762.0
35520071020,Silveiras,10/20,1427.0,2530,"19,23",  ,280.0
35521061020,Socorro,10/20,3865.0,8080,"9,31",  ,1161.0
35522051020,Sorocaba,10/20,54239.0,119380,"8,31",  ,14408.0
35523041020,Sud Mennucci,10/20,732.0,2907,"8,51",  ,225.0
35524031020,Sumaré,10/20,26679.0,64841,"9,32",  ,9185.0
35525021020,Suzano,10/20,42334.0,101899,"14,74",  ,10398.0
35525511020,Suzanápolis,10/20,480.0,1742,"10,96",  ,138.0
35526011020,Tabapuã,10/20,1581.0,3614,"12,79",  ,604.0
35527001020,Tabatinga,10/20,1507.0,3531,"8,16",  ,309.0
35528091020,Taboão da Serra,10/20,29449.0,80033,"10,95",  ,10863.0
35529081020,Taciba,10/20,943.0,2447,"14,35",  ,277.0
35530051020,Taguaí,10/20,1245.0,3783,"8,66",  ,343.0
35531041020,Taiaçu,10/20,1228.0,2686,"17,30",  ,396.0
35532031020,Taiúva,10/20,538.0,1406,"7,92",  ,155.0
35533021020,Tambaú,10/20,3203.0,7306,"13,99",  ,1670.0
35534011020,Tanabi,10/20,4587.0,9103,"18,65",  ,1938.0
35535001020,Tapiraí,10/20,1578.0,3819,"18,09",  ,355.0
35536091020,Tapiratiba,10/20,1646.0,3039,"12,62",  ,544.0
35536581020,Taquaral,10/20,183.0,956,"5,37",  ,30.0
35537081020,Taquaritinga,10/20,7373.0,13874,"11,76",  ,1798.0
35538071020,Taquarituba,10/20,2916.0,7776,"12,62",  ,784.0
35538561020,Taquarivaí,10/20,1811.0,3849,"35,26",  ,751.0
35539061020,Tarabai,10/20,857.0,2288,"11,81",  ,231.0
35539551020,Tarumã,10/20,1915.0,5519,"12,09",  ,495.0
35540031020,Tatuí,10/20,11501.0,26293,"9,04",  ,2542.0
35541021020,Taubaté,10/20,18558.0,62274,"5,25",  ,3630.0
35542011020,Tejupá,10/20,862.0,2026,"14,76",  ,126.0
35543001020,Teodoro Sampaio,10/20,4261.0,9747,"18,40",  ,1314.0
35544091020,Terra Roxa,10/20,629.0,2190,"6,37",  ,138.0
35545081020,Tietê,10/20,2691.0,8065,"6,51",  ,815.0
35546071020,Timburi,10/20,492.0,1203,"18,41",  ,137.0
35546561020,Torre de Pedra,10/20,465.0,1111,"16,78",  ,166.0
35547061020,Torrinha,10/20,933.0,2789,"8,73",  ,194.0
35547551020,Trabiju,10/20,378.0,847,"23,00",  ,212.0
35548051020,Tremembé,10/20,6008.0,10603,"13,97",  ,2060.0
35549041020,Três Fronteiras,10/20,761.0,2587,"11,61",  ,277.0
35549531020,Tuiuti,10/20,740.0,2302,"9,35",  ,207.0
35550001020,Tupã,10/20,5148.0,17352,"7,38",  ,1296.0
35551091020,Tupi Paulista,10/20,1106.0,3269,"7,65",  ,358.0
35552081020,Turiúba,10/20,168.0,829,"6,87",  ,50.0
35553071020,Turmalina,10/20,172.0,946,"8,18",  ,49.0
35553561020,Ubarana,10/20,649.0,1384,"10,13",  ,171.0
35554061020,Ubatuba,10/20,15823.0,27067,"17,48",  ,5714.0
35555051020,Ubirajara,10/20,743.0,1813,"13,82",  ,265.0
35556041020,Uchoa,10/20,469.0,2893,"3,81",  ,33.0
35557031020,União Paulista,10/20,150.0,724,"7,26",  ,32.0
35558021020,Urânia,10/20,1187.0,2968,"12,28",  ,311.0
35559011020,Uru,10/20,236.0,440,"18,83",  ,80.0
35560081020,Urupês,10/20,1206.0,3698,"8,35",  ,394.0
35561071020,Valentim Gentil,10/20,1454.0,4367,"11,05",  ,620.0
35562061020,Valinhos,10/20,5246.0,12735,"4,08",  ,1976.0
35563051020,Valparaíso,10/20,2997.0,6391,"12,80",  ,787.0
35563541020,Vargem,10/20,977.0,2593,"8,16",  ,188.0
35564041020,Vargem Grande do Sul,10/20,2845.0,8438,"5,88",  ,592.0
35564531020,Vargem Grande Paulista,10/20,5967.0,12000,"10,71",  ,1647.0
35565031020,Várzea Paulista,10/20,7639.0,17902,"6,15",  ,1673.0
35566021020,Vera Cruz,10/20,1113.0,3481,"9,81",  ,320.0
35567011020,Vinhedo,10/20,3236.0,9883,"4,35",  ,1177.0
35568001020,Viradouro,10/20,1350.0,7656,"5,62",  ,124.0
35569091020,Vista Alegre do Alto,10/20,443.0,2356,"4,08",  ,18.0
35569581020,Vitória Brasil,10/20,142.0,687,"7,03",  ,26.0
35570061020,Votorantim,10/20,10359.0,20993,"8,64",  ,3152.0
35571051020,Votuporanga,10/20,6747.0,21069,"7,41",  ,2677.0
35571541020,Zacarias,10/20,272.0,1295,"8,82",  ,51.0
35572041020,Chavantes,10/20,2027.0,4184,"15,86",  ,625.0
35573031020,Estiva Gerbi,10/20,967.0,2573,"9,18",  ,344.0
35001051120,Adamantina,11/20,1006.0,5003,"2,76",141,197.0
35002041120,Adolfo,11/20,463.0,1752,"12,34",120,158.0
35003031120,Aguaí,11/20,4539.0,9479,"11,32",861,1084.0
35004021120,Águas da Prata,11/20,506.0,1994,"5,65",98,135.0
35005011120,Águas de Lindóia,11/20,1002.0,3173,"5,65",221,289.0
35005501120,Águas de Santa Bárbara,11/20,1066.0,2303,"16,27",257,403.0
35006001120,Águas de São Pedro,11/20,156.0,494,"4,22",38,51.0
35007091120,Agudos,11/20,3079.0,8138,"8,14",541,660.0
35007581120,Alambari,11/20,631.0,1687,"8,66",25,49.0
35008081120,Alfredo Marcondes,11/20,557.0,1661,"12,78",132,165.0
35009071120,Altair,11/20,442.0,1356,"11,67",121,153.0
35010041120,Altinópolis,11/20,2266.0,5981,"13,35",629,991.0
35011031120,Alto Alegre,11/20,519.0,1182,"11,75",154,185.0
35011521120,Alumínio,11/20,1860.0,3462,"10,22",435,508.0
35012021120,Álvares Florence,11/20,335.0,1520,"7,52",86,200.0
35013011120,Álvares Machado,11/20,3910.0,7916,"16,03",971,1165.0
35014001120,Álvaro de Carvalho,11/20,805.0,2138,"20,09",174,274.0
35015091120,Alvinlândia,11/20,517.0,1629,"14,89",82,122.0
35016081120,Americana,11/20,12261.0,26502,"5,22",3521,4280.0
35017071120,Américo Brasiliense,11/20,2655.0,6355,"6,52",593,837.0
35018061120,Américo de Campos,11/20,589.0,2458,"8,52",74,123.0
35019051120,Amparo,11/20,3158.0,7750,"4,22",638,788.0
35020021120,Analândia,11/20,603.0,1242,"11,49",172,220.0
35021011120,Andradina,11/20,6063.0,13005,"11,03",1821,2390.0
35022001120,Angatuba,11/20,2755.0,7639,"10,39",503,610.0
35023091120,Anhembi,11/20,1163.0,2449,"16,29",265,443.0
35024081120,Anhumas,11/20,510.0,1774,"10,68",62,95.0
35025071120,Aparecida,11/20,2773.0,6867,"6,39",275,414.0
35026061120,Aparecida d'Oeste,11/20,858.0,1903,"19,63",255,323.0
35027051120,Apiaí,11/20,5843.0,11817,"24,19",1489,1870.0
35027541120,Araçariguama,11/20,2960.0,6123,"13,48",676,1039.0
35028041120,Araçatuba,11/20,13387.0,40600,"6,84",3163,4324.0
35029031120,Araçoiaba da Serra,11/20,3381.0,8573,"9,66",683,837.0
35030001120,Aramina,11/20,573.0,1639,"10,14",158,245.0
35031091120,Arandu,11/20,976.0,2515,"13,72",192,252.0
35031581120,Arapeí,11/20,504.0,1438,"20,21",156,202.0
35032081120,Araraquara,11/20,15329.0,37461,"6,27",3310,4127.0
35033071120,Araras,11/20,13480.0,32905,"10,83",3970,6049.0
35033561120,Arco-Íris,11/20,434.0,1020,"20,42",101,129.0
35034061120,Arealva,11/20,988.0,2847,"10,74",212,282.0
35035051120,Areias,11/20,1030.0,1857,"27,47",294,343.0
35036041120,Areiópolis,11/20,1379.0,3069,"11,09",195,243.0
35037031120,Ariranha,11/20,627.0,1499,"6,47",97,130.0
35038021120,Artur Nogueira,11/20,3841.0,11620,"6,38",534,783.0
35039011120,Arujá,11/20,12754.0,27353,"14,80",2802,3935.0
35039501120,Aspásia,11/20,236.0,1062,"12,15",56,81.0
35040081120,Assis,11/20,7368.0,18926,"6,72",1219,1494.0
35041071120,Atibaia,11/20,10920.0,26609,"7,28",2052,2756.0
35042061120,Auriflama,11/20,460.0,2004,"2,87",87,127.0
35043051120,Avaí,11/20,944.0,1705,"17,73",267,323.0
35044041120,Avanhandava,11/20,2487.0,5047,"23,12",737,1067.0
35045031120,Avaré,11/20,8694.0,17199,"9,12",1784,2045.0
35046021120,Bady Bassitt,11/20,937.0,4312,"4,78",123,242.0
35047011120,Balbinos,11/20,280.0,613,"19,96",92,132.0
35048001120,Bálsamo,11/20,617.0,2382,"6,40",91,159.0
35049091120,Bananal,11/20,1964.0,4968,"16,69",324,420.0
35050051120,Barão de Antonina,11/20,773.0,1742,"21,17",194,246.0
35051041120,Barbosa,11/20,1083.0,2977,"15,16",311,511.0
35052031120,Bariri,11/20,2869.0,6307,"7,31",583,728.0
35053021120,Barra Bonita,11/20,2794.0,6849,"7,82",789,1234.0
35053511120,Barra do Chapéu,11/20,2360.0,3858,"42,02",641,762.0
35054011120,Barra do Turvo,11/20,2326.0,4576,"31,69",687,917.0
35055001120,Barretos,11/20,9392.0,19725,"8,00",2714,3249.0
35056091120,Barrinha,11/20,5299.0,10698,"15,03",1385,1929.0
35057081120,Barueri,11/20,33721.0,64775,"12,62",8096,9736.0
35058071120,Bastos,11/20,1265.0,5315,"5,73",160,222.0
35059061120,Batatais,11/20,6242.0,13222,"10,34",1750,2153.0
35060031120,Bauru,11/20,30264.0,78429,"8,75",8293,10019.0
35061021120,Bebedouro,11/20,7825.0,18017,"9,71",1756,2209.0
35062011120,Bento de Abreu,11/20,391.0,1022,"11,20",104,143.0
35063001120,Bernardino de Campos,11/20,1529.0,3628,"14,01",460,675.0
35063591120,Bertioga,11/20,9171.0,22273,"14,24",2376,4161.0
35064091120,Bilac,11/20,563.0,2353,"6,32",99,139.0
35065081120,Birigui,11/20,7480.0,21825,"5,48",1542,2142.0
35066071120,Biritiba Mirim,11/20,6256.0,11418,"19,66",1541,1776.0
35067061120,Boa Esperança do Sul,11/20,2396.0,4685,"15,84",683,982.0
35068051120,Bocaina,11/20,972.0,2865,"7,38",194,292.0
35069041120,Bofete,11/20,1601.0,3198,"12,94",381,466.0
35070011120,Boituva,11/20,5499.0,11826,"9,14",1198,1440.0
35071001120,Bom Jesus dos Perdões,11/20,4162.0,7449,"16,54",979,1267.0
35071591120,Bom Sucesso de Itararé,11/20,1197.0,2207,"32,78",312,356.0
35072091120,Borá,11/20,140.0,399,"14,80",18,30.0
35073081120,Boracéia,11/20,812.0,1645,"16,57",231,389.0
35074071120,Borborema,11/20,1414.0,4338,"8,29",262,386.0
35074561120,Borebi,11/20,391.0,1417,"14,09",82,130.0
35075061120,Botucatu,11/20,11126.0,24336,"7,70",2723,3303.0
35076051120,Bragança Paulista,11/20,13134.0,35392,"8,36",2925,4362.0
35077041120,Braúna,11/20,1032.0,2433,"17,95",303,400.0
35077531120,Brejo Alegre,11/20,536.0,1507,"19,18",158,210.0
35078031120,Brodowski,11/20,2129.0,5372,"7,94",448,564.0
35079021120,Brotas,11/20,1297.0,4879,"5,08",229,337.0
35080091120,Buri,11/20,6046.0,9864,"30,11",1658,2044.0
35081081120,Buritama,11/20,3049.0,6704,"16,49",788,1170.0
